Subject Area,Name,Table,Column,Folder
Inventory - Balances,Inventory Projections - Intransit Drill Down,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Intransit Drill Down,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Item Avg Cost,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Planned Date,Planned Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Planned Date,Planned Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Fact - Supply Chain Planning,Non Nettable Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Fact - Supply Chain Planning,Non Nettable Qty Value,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - On Hand Drill Down,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - On Hand Drill Down,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Other Details,PLO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Other Details,PO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - On Hand Drill Down,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections - On Hand Drill Down,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Item Avg Cost,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Planned Date,Planned Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Planned Date,Planned Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Planned Orders Drill Down,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Planned Orders Drill Down,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Other Details,PLO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Other Details,PO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections - Planned Orders Drill Down,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Planned Orders Drill Down,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Item Avg Cost,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Planned Date,Planned Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Planned Date,Planned Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Fact - Supply Chain Planning,Demand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Fact - Supply Chain Planning,Demand Value,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Sales Orders Drill Down,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Sales Orders Drill Down,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Other Details,Demand Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Other Details,Weekly Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections - Sales Orders Drill Down,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Sales Orders Drill Down,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Item Avg Cost,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Planned Date,Planned Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Planned Date,Planned Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Supply Drill Down,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Supply Drill Down,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Other Details,PLO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Other Details,PO Flag,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections - Supply Drill Down,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Supply Drill Down,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Begining Inventory,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Intransit Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Forecast,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Planned Order Demand Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Safety Stock Demand Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Work Order Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Sales Orders,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Projected Inventory,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Begining Inventory Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Intransit Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Forecast Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Planned Order Demand Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Safety Stock Demand Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Work Order Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Sales Orders Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Fact - Supply Chain Planning,Projected Inventory Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections - Week,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Week,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections - Week,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product - MTL System Items,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections - Week,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Begining Inventory,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Intransit Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,PO Planned Order Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Sales Orders,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Forecast,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Planned Order Demand Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Safety Stock Demand Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Work Order Qty,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Projected Inventory,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Implicit Column (Drybar),/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Begining Inventory Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Intransit Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,PO Planned Order Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Sales Orders Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Forecast Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Planned Order Demand Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Safety Stock Demand Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Work Order Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fact - Supply Chain Planning,Projected Inventory Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Fiscal Calendar,Fiscal Period Wid,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,Inventory Projections Drybar - Fiscal,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections Drybar - Fiscal,KPI Segment,Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Inventory Projections Drybar - Fiscal,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Financials - GL Detail Transactions,Inventory Projections Drybar - Fiscal,KPI Segment,Sub Segment,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Plant,Plant Location Number,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Destination Organization,Organization Code,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,IR#,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,PR#,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Purchase Order Line Number,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Attribute 10,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Supplier Site,Supplier Site Code,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Planner Code Destination Org,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Distribution Quantity,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Unit Price,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Created On Date,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Promised Date,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,PO Need By Date,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Destination Location,Destination Location Number,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Comments,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,ABC Code,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,ABC Code Multi IND,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Processing Lead Time,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Intransit Time,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Avg Demand Past 13 Weeks,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Avg Demand Future 13 Weeks,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Minimum Order Quantity,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Purchase Details,Safety Stock Bucket Days,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Max Forecast Quantity,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Projected On Hand,/shared/Global Reporting/Supply Chain/Supply Planning
Procurement and Spend - Purchase Orders,PO Order Tracking,Fact - Purchase Orders,Safety Stock Suggest Due Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Product - MTL System Items,Country Of Origin,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
