Subject Area,Name,Table,Column,Folder
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLS,GL Segment3,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLS,GL Segment9,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLS,GL Segment5,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLS,GL Account,Concatenated Segments,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLS,GL Segment1,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Document Details,Currency Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Fact - SLA Transaction,Entered Amount,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Fact - SLA Transaction,SLA Amount,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Natural Account,Account Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Ledger,Ledger Name,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Customer Account,Top Customer,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Report Segment,Segment,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,Document Details,Accounted Status,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment2,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment3,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment4,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment8,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment8,Segment Description,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment9,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Account,Concatenated Segments,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-FP&A_SLSv1,GL Segment5,Segment Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,GL Journal Source,Journal Source Name,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Event Class Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Accounting Class Code,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Order Number,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Order Date,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Transaction Number,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Invoice Date,/shared/Global Reporting/Financials/GL
Financials - Subledger Accounting - Detail Transactions,Account Analysis-t1,Document Details,Invoice Receipt Date,/shared/Global Reporting/Financials/GL
